Class,TP,FP,FN,TN,Precision,Recall,F1 Score,Accuracy,FPR,FNR,mAP@0.5,mAP@0.5:0.95
Car,5522,311,158,2327,0.954,0.967,0.9605,0.9436,0.1179,0.0278,0.984,0.882
Van,539,39,24,7716,0.945,0.957,0.951,0.9924,0.005,0.0426,0.979,0.87
Truck,189,8,9,8112,0.963,0.955,0.959,0.998,0.001,0.0455,0.975,0.889
Pedestrian,789,137,107,7285,0.885,0.855,0.8697,0.9707,0.0185,0.1194,0.912,0.581
Person_sitting,26,10,4,8278,0.743,0.833,0.7854,0.9983,0.0012,0.1333,0.81,0.567
Cyclist,276,50,30,7962,0.892,0.912,0.9019,0.9904,0.0062,0.098,0.945,0.758
Tram,95,9,4,8210,0.922,0.949,0.9353,0.9984,0.0011,0.0404,0.96,0.848
Overall,7436,564,336,49890,0.9005714285714286,0.9182857142857143,0.9089714285714285,0.9845428571428573,0.021557142857142858,0.07242857142857143,0.937857142857143,0.7707142857142857
