epoch,train/box_loss,train/cls_loss,train/total_loss,val/box_loss,val/cls_loss,val/total_loss,metrics/mAP50-95,metrics/mAP50,metrics/mAP75,metrics/AR
30,0.7144474852929779,0.10101369232248096,0.8154611776154588,0.7144474852929779,0.10101369232248096,0.8154611776154588,0.5132608967577753,0.7603618127884857,0.570993232695748,0.6225394057468451
31,0.654117733857689,0.08947781651818697,0.743595550375876,0.654117733857689,0.08947781651818697,0.743595550375876,0.5475090535764342,0.8019565575628205,0.5921942083334767,0.6462508495944294
32,0.6391744380767014,0.08782559781295451,0.7270000358896559,0.6391744380767014,0.08782559781295451,0.7270000358896559,0.5471281311724303,0.7859114622905177,0.6059155107742192,0.6516590195840077
33,0.651129640618907,0.0843797482405092,0.7355093888594162,0.651129640618907,0.0843797482405092,0.7355093888594162,0.5479789184906348,0.787763717138827,0.6109252090979106,0.6484364797669246
34,0.6442590959091238,0.08915459384075938,0.7334136897498832,0.6442590959091238,0.08915459384075938,0.7334136897498832,0.5398921972372822,0.7803960149933006,0.5974188656808866,0.6464578658249697
35,0.6547323484272561,0.10844373786859314,0.7631760862958493,0.6547323484272561,0.10844373786859314,0.7631760862958493,0.5213574751904527,0.7505113126888847,0.5857984202541298,0.6315885008085744
36,0.6453848073786912,0.09389063094887026,0.7392754383275615,0.6453848073786912,0.09389063094887026,0.7392754383275615,0.5344868392056199,0.7777342595553133,0.5907464871561529,0.6410291867346491
37,0.6477393212125582,0.09329820411867477,0.7410375253312329,0.6477393212125582,0.09329820411867477,0.7410375253312329,0.5348403909642098,0.7806644157071239,0.5912928595856507,0.6353694777093278
38,0.6167940527479597,0.0857019434044297,0.7024959961523894,0.6167940527479597,0.0857019434044297,0.7024959961523894,0.5545219487014262,0.7910022944161309,0.6196317878499786,0.6517503427813615
39,0.6367947117968358,0.09581036926875947,0.7326050810655953,0.6367947117968358,0.09581036926875947,0.7326050810655953,0.5384999602982807,0.7735468893386926,0.615268967440224,0.6240327408738872
40,0.6224041843916325,0.09457586120619851,0.716980045597831,0.6224041843916325,0.09457586120619851,0.716980045597831,0.5619069516747369,0.7918619322958499,0.628490501146113,0.6633392667824903
41,0.6158710966972425,0.09042509820157871,0.7062961948988212,0.6158710966972425,0.09042509820157871,0.7062961948988212,0.5543775845920383,0.7965767201661889,0.6188726347063311,0.6456558575491399
42,0.6018035846916749,0.09390669149087673,0.6957102761825517,0.6018035846916749,0.09390669149087673,0.6957102761825517,0.5551312605204434,0.7825197102011533,0.6276692464982572,0.6570689854048982
43,0.6392845158430345,0.10524688013094692,0.7445313959739814,0.6392845158430345,0.10524688013094692,0.7445313959739814,0.5228198171198598,0.7504734746801269,0.5916052284093719,0.627509867139454
44,0.6238395164317307,0.09080445903719447,0.7146439754689252,0.6238395164317307,0.09080445903719447,0.7146439754689252,0.55452322751307,0.7959361958288497,0.6166537152713388,0.6557744459874763
45,0.6139621554928667,0.09058482164235657,0.7045469771352233,0.6139621554928667,0.09058482164235657,0.7045469771352233,0.5720421769165129,0.8236532308091322,0.6348505867151841,0.6594444572502528
46,0.599075391271057,0.08750750944653357,0.6865829007175905,0.599075391271057,0.08750750944653357,0.6865829007175905,0.5738121934292254,0.8189682090939189,0.6356596469289657,0.6661683288207514
47,0.6252728384087749,0.14330852544433212,0.768581363853107,0.6252728384087749,0.14330852544433212,0.768581363853107,0.5493700003865557,0.7878867820549905,0.6034351473747442,0.6453887279552468
48,0.617763697941673,0.11064888745855121,0.7284125854002241,0.617763697941673,0.11064888745855121,0.7284125854002241,0.5345990679078981,0.772498301364401,0.5971979069556571,0.6407848694762761
49,0.5828927683140983,0.09194231139842102,0.6748350797125193,0.5828927683140983,0.09194231139842102,0.6748350797125193,0.5686911230609372,0.8102930575516161,0.6277314147030247,0.6511671462772511
50,0.6348952963788879,0.16551314943524845,0.8004084458141363,0.6348952963788879,0.16551314943524845,0.8004084458141363,0.5005505621086812,0.7280274623832311,0.5670625829361267,0.6150971442351686
51,0.5889794475493584,0.08623103133681663,0.675210478886175,0.5889794475493584,0.08623103133681663,0.675210478886175,0.5737158963371697,0.8053315259808453,0.640097360205094,0.6678897928790136
52,0.583497691899538,0.0824677360015,0.6659654279010381,0.583497691899538,0.0824677360015,0.6659654279010381,0.5772549521367244,0.8057849324085512,0.651247812023213,0.6624942008063056
53,0.6027148255610211,0.0921229890536487,0.6948378146146698,0.6027148255610211,0.0921229890536487,0.6948378146146698,0.5554123410321269,0.7926311038194266,0.6287309357979405,0.6518778238739645
54,0.5878724152033024,0.09384075173470664,0.681713166938009,0.5878724152033024,0.09384075173470664,0.681713166938009,0.5645435876332344,0.7966726129109563,0.6227645469896582,0.6590827566622514
55,0.6125219211101851,0.10151797632517462,0.7140398974353597,0.6125219211101851,0.10151797632517462,0.7140398974353597,0.5528413591885939,0.787558527672108,0.6067194205558273,0.6356829376329848
56,0.5994748423364074,0.08726556524030496,0.6867404075767123,0.5994748423364074,0.08726556524030496,0.6867404075767123,0.5709821485093091,0.8170547443077506,0.6321932422798751,0.659485385020599
57,0.5764618590673342,0.09129611006097489,0.6677579691283091,0.5764618590673342,0.09129611006097489,0.6677579691283091,0.5767001311546018,0.8111758186402641,0.6468417281840302,0.6650134139441617
58,0.6106102647469005,0.09553177258370812,0.7061420373306087,0.6106102647469005,0.09553177258370812,0.7061420373306087,0.5570841860003063,0.7803972824760047,0.6370823929763357,0.6510848685791605
59,0.5618894051182717,0.09116100344385449,0.6530504085621262,0.5618894051182717,0.09116100344385449,0.6530504085621262,0.5811478038345562,0.8122221863860877,0.6535498751465885,0.6615196854806487
60,0.56968428256279,0.08708683733970306,0.656771119902493,0.56968428256279,0.08708683733970306,0.656771119902493,0.5675259976563234,0.7986385147385404,0.6304471066214968,0.6600355734362899
61,0.5694652659031637,0.09038385927081383,0.6598491251739775,0.5694652659031637,0.09038385927081383,0.6598491251739775,0.5744834272824044,0.7978319002997052,0.6649801857289722,0.665695766468009
62,0.5754195579830657,0.08836381478835256,0.6637833727714182,0.5754195579830657,0.08836381478835256,0.6637833727714182,0.5798242175365373,0.8177164685299576,0.6662084576250074,0.6671840271913899
63,0.5835967478666076,0.08610503741864982,0.6697017852852575,0.5835967478666076,0.08610503741864982,0.6697017852852575,0.5692857799080687,0.8115421259061307,0.6306343084897127,0.6612072442343232
64,0.5653424730753516,0.09143468494375141,0.656777158019103,0.5653424730753516,0.09143468494375141,0.656777158019103,0.5695786233315989,0.812949841747584,0.6370777783138715,0.6646833278080182
65,0.6506779397474253,0.1259493441607325,0.7766272839081578,0.6506779397474253,0.1259493441607325,0.7766272839081578,0.5382204926180095,0.7599479921597655,0.602879139187009,0.6291876789431773
