Class,TP,FP,FN,TN,Precision,Recall,F1 Score,Accuracy,FPR,FNR,mAP@0.5,mAP@0.5:0.95
Car,5545,380,135,2330,0.961,0.965,0.963,0.9386,0.1402,0.0238,0.987,0.881
Van,544,42,19,7785,0.95,0.954,0.952,0.9927,0.0054,0.0337,0.979,0.865
Truck,184,13,14,8179,0.96,0.939,0.9494,0.9968,0.0016,0.0707,0.972,0.875
Pedestrian,782,129,114,7365,0.938,0.807,0.8676,0.971,0.0172,0.1272,0.904,0.572
Person_sitting,26,10,4,8350,0.838,0.86,0.8489,0.9983,0.0012,0.1333,0.809,0.56
Cyclist,284,47,22,8037,0.922,0.894,0.9078,0.9918,0.0058,0.0719,0.946,0.748
Tram,94,15,5,8276,0.904,0.939,0.9212,0.9976,0.0018,0.0505,0.957,0.832
Overall,7459,636,313,50322,0.9247142857142857,0.9082857142857144,0.9157,0.9838285714285716,0.02474285714285714,0.07301428571428573,0.9362857142857142,0.7618571428571429
